concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Take in charge ticket,complete,Value 9,2011-06-30 06:03:43+00:00,Take in charge ticket,Value 9,Case1693,Variant 29,29,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-06-30 06:04:37+00:00,Resolve ticket,Value 9,Case1693,Variant 29,29,Fluxicon Disco
Closed,complete,Value 5,2011-07-19 06:40:19+00:00,Closed,Value 5,Case1693,Variant 29,29,Fluxicon Disco
Take in charge ticket,complete,Value 6,2012-01-03 07:33:43+00:00,Take in charge ticket,Value 6,Case4580,Variant 18,18,Fluxicon Disco
Wait,complete,Value 6,2012-01-10 13:30:11+00:00,Wait,Value 6,Case4580,Variant 18,18,Fluxicon Disco
Resolve ticket,complete,Value 6,2012-01-10 15:07:40+00:00,Resolve ticket,Value 6,Case4580,Variant 18,18,Fluxicon Disco
Closed,complete,Value 5,2012-02-08 15:00:34+00:00,Closed,Value 5,Case4580,Variant 18,18,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-12-05 09:13:31+00:00,Assign seriousness,Value 1,Case3105,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 1,2011-12-05 09:13:40+00:00,Take in charge ticket,Value 1,Case3105,Variant 2,2,Fluxicon Disco
Wait,complete,Value 1,2011-12-07 11:55:33+00:00,Wait,Value 1,Case3105,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-12-14 14:18:42+00:00,Resolve ticket,Value 2,Case3105,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2012-01-19 12:40:25+00:00,Closed,Value 5,Case3105,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-05-11 10:19:23+00:00,Assign seriousness,Value 8,Case2657,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 12,2011-05-18 11:41:42+00:00,Take in charge ticket,Value 12,Case2657,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-05-18 13:03:06+00:00,Resolve ticket,Value 9,Case2657,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-06-11 10:21:05+00:00,Closed,Value 5,Case2657,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-11-30 15:09:16+00:00,Assign seriousness,Value 2,Case452,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-12-06 06:08:44+00:00,Take in charge ticket,Value 2,Case452,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-12-06 14:31:43+00:00,Resolve ticket,Value 2,Case452,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-01-01 15:00:34+00:00,Closed,Value 5,Case452,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2012-02-15 07:35:36+00:00,Assign seriousness,Value 9,Case3821,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 12,2012-02-27 07:09:08+00:00,Take in charge ticket,Value 12,Case3821,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 12,2012-02-27 07:17:02+00:00,Resolve ticket,Value 12,Case3821,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-03-30 05:40:43+00:00,Closed,Value 5,Case3821,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-05-10 05:46:22+00:00,Assign seriousness,Value 8,Case3138,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-05-17 12:35:03+00:00,Take in charge ticket,Value 9,Case3138,Variant 3,3,Fluxicon Disco
Wait,complete,Value 9,2011-05-20 06:32:21+00:00,Wait,Value 9,Case3138,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-06-03 10:26:09+00:00,Take in charge ticket,Value 2,Case3138,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-06-03 10:26:16+00:00,Resolve ticket,Value 2,Case3138,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2011-06-18 10:26:31+00:00,Closed,Value 5,Case3138,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-02-02 11:50:31+00:00,Assign seriousness,Value 8,Case2704,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-02-09 12:14:46+00:00,Take in charge ticket,Value 2,Case2704,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-02-09 12:15:45+00:00,Resolve ticket,Value 2,Case2704,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-03-12 12:01:01+00:00,Closed,Value 5,Case2704,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-07-30 12:45:09+00:00,Assign seriousness,Value 4,Case2415,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-07-31 12:24:21+00:00,Take in charge ticket,Value 13,Case2415,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-08-08 11:01:28+00:00,Resolve ticket,Value 13,Case2415,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-14 12:50:39+00:00,Closed,Value 5,Case2415,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-14 07:42:00+00:00,Assign seriousness,Value 13,Case2868,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-14 09:23:47+00:00,Resolve ticket,Value 13,Case2868,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2011-08-16 07:50:29+00:00,Closed,Value 5,Case2868,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-20 07:17:11+00:00,Assign seriousness,Value 1,Case3189,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-07-20 07:17:23+00:00,Take in charge ticket,Value 1,Case3189,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-07-25 06:34:12+00:00,Resolve ticket,Value 13,Case3189,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-02 07:20:27+00:00,Closed,Value 5,Case3189,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-12-05 12:52:45+00:00,Assign seriousness,Value 1,Case3782,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 16,2011-12-07 15:10:17+00:00,Assign seriousness,Value 16,Case3782,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 4,2011-12-12 06:42:25+00:00,Take in charge ticket,Value 4,Case3782,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 6,2011-12-19 07:26:10+00:00,Resolve ticket,Value 6,Case3782,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2012-01-20 13:00:31+00:00,Closed,Value 5,Case3782,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-12-19 06:19:43+00:00,Assign seriousness,Value 1,Case4133,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-12-22 12:37:20+00:00,Take in charge ticket,Value 9,Case4133,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-12-22 13:26:14+00:00,Resolve ticket,Value 9,Case4133,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-01-19 06:24:07+00:00,Closed,Value 5,Case4133,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-05-09 05:41:02+00:00,Assign seriousness,Value 1,Case3375,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-05-09 05:41:13+00:00,Take in charge ticket,Value 1,Case3375,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-05-09 06:17:27+00:00,Resolve ticket,Value 1,Case3375,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-06-09 05:51:23+00:00,Closed,Value 5,Case3375,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-06-28 04:03:06+00:00,Assign seriousness,Value 1,Case1281,Variant 6,6,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-06-28 04:03:28+00:00,Take in charge ticket,Value 1,Case1281,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-06-28 05:01:26+00:00,Resolve ticket,Value 4,Case1281,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-06-28 05:01:27+00:00,Resolve ticket,Value 4,Case1281,Variant 6,6,Fluxicon Disco
Closed,complete,Value 2,2012-08-24 12:42:21+00:00,Closed,Value 2,Case1281,Variant 6,6,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-07 12:57:27+00:00,Assign seriousness,Value 9,Case2056,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-07-20 06:23:23+00:00,Take in charge ticket,Value 2,Case2056,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-07-20 06:23:43+00:00,Resolve ticket,Value 2,Case2056,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-24 13:01:17+00:00,Closed,Value 5,Case2056,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 14,2013-04-19 11:03:02+00:00,Assign seriousness,Value 14,Case456,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-05-30 12:11:41+00:00,Take in charge ticket,Value 2,Case456,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2013-05-31 10:36:30+00:00,Resolve ticket,Value 4,Case456,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2013-06-15 10:36:44+00:00,Closed,Value 3,Case456,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2012-02-10 06:59:22+00:00,Assign seriousness,Value 9,Case1208,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2012-02-10 06:59:55+00:00,Take in charge ticket,Value 9,Case1208,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2012-02-10 15:05:32+00:00,Resolve ticket,Value 9,Case1208,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-04-06 05:00:36+00:00,Closed,Value 5,Case1208,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-06-18 07:44:18+00:00,Assign seriousness,Value 13,Case1137,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2012-06-18 11:46:31+00:00,Take in charge ticket,Value 13,Case1137,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-06-18 11:46:46+00:00,Resolve ticket,Value 13,Case1137,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-08-03 07:50:34+00:00,Closed,Value 5,Case1137,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-06-01 10:33:15+00:00,Assign seriousness,Value 1,Case3785,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2012-06-05 04:51:27+00:00,Take in charge ticket,Value 10,Case3785,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2012-06-05 09:57:16+00:00,Resolve ticket,Value 10,Case3785,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-07-04 10:41:23+00:00,Closed,Value 5,Case3785,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-09-20 04:40:54+00:00,Assign seriousness,Value 1,Case488,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-09-26 10:33:44+00:00,Take in charge ticket,Value 9,Case488,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-09-27 12:12:04+00:00,Resolve ticket,Value 9,Case488,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-11-05 06:50:27+00:00,Closed,Value 5,Case488,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2013-03-01 09:49:33+00:00,Assign seriousness,Value 2,Case2142,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-03-15 13:13:08+00:00,Take in charge ticket,Value 2,Case2142,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2013-03-18 12:04:01+00:00,Resolve ticket,Value 2,Case2142,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2013-04-02 10:04:20+00:00,Closed,Value 3,Case2142,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-11-19 06:15:49+00:00,Assign seriousness,Value 1,Case4354,Variant 80,80,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-11-19 06:16:12+00:00,Take in charge ticket,Value 2,Case4354,Variant 80,80,Fluxicon Disco
Require upgrade,complete,Value 1,2013-12-04 13:59:16+00:00,Require upgrade,Value 1,Case4354,Variant 80,80,Fluxicon Disco
Resolve ticket,complete,Value 1,2013-12-20 11:26:49+00:00,Resolve ticket,Value 1,Case4354,Variant 80,80,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-02-02 11:34:43+00:00,Assign seriousness,Value 13,Case3697,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-02-18 09:44:51+00:00,Take in charge ticket,Value 2,Case3697,Variant 3,3,Fluxicon Disco
Wait,complete,Value 2,2011-02-25 11:55:12+00:00,Wait,Value 2,Case3697,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-02-25 14:38:20+00:00,Take in charge ticket,Value 2,Case3697,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-02-25 14:38:26+00:00,Resolve ticket,Value 2,Case3697,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2011-03-12 14:38:47+00:00,Closed,Value 5,Case3697,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 14,2013-05-29 08:10:53+00:00,Assign seriousness,Value 14,Case4417,Variant 50,50,Fluxicon Disco
Wait,complete,Value 2,2013-05-31 04:07:30+00:00,Wait,Value 2,Case4417,Variant 50,50,Fluxicon Disco
Resolve ticket,complete,Value 9,2013-06-18 12:59:23+00:00,Resolve ticket,Value 9,Case4417,Variant 50,50,Fluxicon Disco
Resolve ticket,complete,Value 9,2013-06-18 12:59:24+00:00,Resolve ticket,Value 9,Case4417,Variant 50,50,Fluxicon Disco
Closed,complete,Value 3,2013-07-03 12:59:34+00:00,Closed,Value 3,Case4417,Variant 50,50,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-06-13 06:22:41+00:00,Assign seriousness,Value 13,Case1205,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-06-13 06:22:52+00:00,Take in charge ticket,Value 13,Case1205,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-06-13 06:23:20+00:00,Resolve ticket,Value 13,Case1205,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-07-16 06:32:26+00:00,Closed,Value 5,Case1205,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 14,2013-05-07 07:05:44+00:00,Assign seriousness,Value 14,Case630,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-05-20 05:40:40+00:00,Take in charge ticket,Value 2,Case630,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2013-05-23 04:47:37+00:00,Resolve ticket,Value 9,Case630,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2013-06-07 04:47:52+00:00,Closed,Value 3,Case630,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-04 10:07:32+00:00,Assign seriousness,Value 2,Case2010,Variant 153,153,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-05 05:00:55+00:00,Take in charge ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-07-05 05:04:29+00:00,Resolve ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-06 04:54:00+00:00,Take in charge ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Wait,complete,Value 9,2011-07-06 05:04:08+00:00,Wait,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-07 11:56:55+00:00,Take in charge ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Wait,complete,Value 9,2011-07-07 11:57:05+00:00,Wait,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-07 11:57:30+00:00,Take in charge ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Wait,complete,Value 9,2011-07-07 12:14:53+00:00,Wait,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-07-22 11:09:54+00:00,Resolve ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Closed,complete,Value 5,2011-08-06 11:10:08+00:00,Closed,Value 5,Case2010,Variant 153,153,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-12 11:42:07+00:00,Assign seriousness,Value 2,Case2114,Variant 19,19,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-05-12 11:56:55+00:00,Take in charge ticket,Value 2,Case2114,Variant 19,19,Fluxicon Disco
Create SW anomaly,complete,Value 2,2010-05-12 11:57:34+00:00,Create SW anomaly,Value 2,Case2114,Variant 19,19,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-06-21 05:17:23+00:00,Resolve ticket,Value 2,Case2114,Variant 19,19,Fluxicon Disco
Closed,complete,Value 5,2010-07-06 05:17:34+00:00,Closed,Value 5,Case2114,Variant 19,19,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-12-03 08:11:01+00:00,Assign seriousness,Value 2,Case3326,Variant 71,71,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-12-03 09:46:29+00:00,Take in charge ticket,Value 2,Case3326,Variant 71,71,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-12-03 11:52:46+00:00,Resolve ticket,Value 2,Case3326,Variant 71,71,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-12-03 13:57:03+00:00,Take in charge ticket,Value 2,Case3326,Variant 71,71,Fluxicon Disco
Create SW anomaly,complete,Value 2,2010-12-06 07:37:28+00:00,Create SW anomaly,Value 2,Case3326,Variant 71,71,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-12-06 13:46:07+00:00,Resolve ticket,Value 2,Case3326,Variant 71,71,Fluxicon Disco
Closed,complete,Value 5,2011-01-19 08:21:13+00:00,Closed,Value 5,Case3326,Variant 71,71,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-08-22 10:59:31+00:00,Assign seriousness,Value 13,Case4231,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-08-22 11:00:59+00:00,Resolve ticket,Value 9,Case4231,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2011-09-22 11:00:15+00:00,Closed,Value 5,Case4231,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-08-23 04:55:39+00:00,Assign seriousness,Value 13,Case568,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-08-23 04:55:46+00:00,Take in charge ticket,Value 13,Case568,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-08-24 12:44:28+00:00,Resolve ticket,Value 13,Case568,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-10-10 05:00:42+00:00,Closed,Value 5,Case568,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 6,2010-08-19 06:48:49+00:00,Assign seriousness,Value 6,Case125,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 6,2010-08-19 06:49:49+00:00,Take in charge ticket,Value 6,Case125,Variant 3,3,Fluxicon Disco
Wait,complete,Value 6,2010-08-19 07:07:15+00:00,Wait,Value 6,Case125,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-09-13 05:15:21+00:00,Take in charge ticket,Value 2,Case125,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-09-13 05:49:39+00:00,Resolve ticket,Value 2,Case125,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2010-09-28 05:49:59+00:00,Closed,Value 5,Case125,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-01-29 14:05:40+00:00,Assign seriousness,Value 1,Case262,Variant 99,99,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-02-05 09:55:30+00:00,Take in charge ticket,Value 2,Case262,Variant 99,99,Fluxicon Disco
Wait,complete,Value 9,2013-02-06 07:11:35+00:00,Wait,Value 9,Case262,Variant 99,99,Fluxicon Disco
Resolve ticket,complete,Value 9,2013-02-12 15:06:06+00:00,Resolve ticket,Value 9,Case262,Variant 99,99,Fluxicon Disco
Wait,complete,Value 9,2013-02-12 15:06:51+00:00,Wait,Value 9,Case262,Variant 99,99,Fluxicon Disco
Resolve ticket,complete,Value 9,2013-02-18 09:02:06+00:00,Resolve ticket,Value 9,Case262,Variant 99,99,Fluxicon Disco
Closed,complete,Value 3,2013-03-05 09:02:19+00:00,Closed,Value 3,Case262,Variant 99,99,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-05-22 11:58:08+00:00,Assign seriousness,Value 4,Case1555,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2012-05-23 04:17:33+00:00,Take in charge ticket,Value 2,Case1555,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-05-23 05:35:16+00:00,Resolve ticket,Value 2,Case1555,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-07-04 12:00:28+00:00,Closed,Value 5,Case1555,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-01-15 15:06:47+00:00,Assign seriousness,Value 1,Case2163,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 2,2013-01-15 15:07:56+00:00,Take in charge ticket,Value 2,Case2163,Variant 2,2,Fluxicon Disco
Wait,complete,Value 1,2013-01-22 12:27:25+00:00,Wait,Value 1,Case2163,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 1,2013-02-04 14:34:02+00:00,Resolve ticket,Value 1,Case2163,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2013-02-19 14:34:17+00:00,Closed,Value 3,Case2163,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 14,2013-05-17 09:17:46+00:00,Assign seriousness,Value 14,Case4532,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 14,2013-06-05 08:02:43+00:00,Resolve ticket,Value 14,Case4532,Variant 5,5,Fluxicon Disco
Closed,complete,Value 3,2013-06-20 08:03:02+00:00,Closed,Value 3,Case4532,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 4,2011-11-02 06:20:14+00:00,Assign seriousness,Value 4,Case71,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2011-11-02 06:20:41+00:00,Take in charge ticket,Value 4,Case71,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2011-11-02 07:49:41+00:00,Resolve ticket,Value 4,Case71,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-12-07 06:30:27+00:00,Closed,Value 5,Case71,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-06-05 04:15:35+00:00,Assign seriousness,Value 4,Case3300,Variant 1,1,Fluxicon Disco
