concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,org:group,case:concept:name,case:variant,case:variant-index,case:creator
Completed-Closed,complete,J-Org line C,2012-01-03 11:57:51+00:00,Completed-Closed,J,Org line C,1-618171180,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Charlotta-Org line G4,2012-05-18 20:02:06+00:00,Accepted-In Progress,Charlotta,Org line G4,1-747147608,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Charlotta-Org line G4,2012-05-24 07:36:08+00:00,Completed-Closed,Charlotta,Org line G4,1-747147608,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Prashant-Org line C,2012-02-11 19:41:24+00:00,Accepted-In Progress,Prashant,Org line C,1-669119156,Variant 269,269,Fluxicon Disco
Accepted-Wait,complete,Prashant-Org line C,2012-02-11 20:37:34+00:00,Accepted-Wait,Prashant,Org line C,1-669119156,Variant 269,269,Fluxicon Disco
Accepted-In Progress,complete,Prashant-Org line C,2012-02-12 18:52:59+00:00,Accepted-In Progress,Prashant,Org line C,1-669119156,Variant 269,269,Fluxicon Disco
Accepted-Wait,complete,Prashant-Org line C,2012-02-12 18:53:04+00:00,Accepted-Wait,Prashant,Org line C,1-669119156,Variant 269,269,Fluxicon Disco
Queued-Awaiting Assignment,complete,Robert-Org line C,2012-02-18 17:44:35+00:00,Queued-Awaiting Assignment,Robert,Org line C,1-669119156,Variant 269,269,Fluxicon Disco
Accepted-In Progress,complete,Robert-Org line C,2012-02-28 15:36:29+00:00,Accepted-In Progress,Robert,Org line C,1-669119156,Variant 269,269,Fluxicon Disco
Accepted-Assigned,complete,Ramith-Org line C,2012-02-28 15:37:04+00:00,Accepted-Assigned,Ramith,Org line C,1-669119156,Variant 269,269,Fluxicon Disco
Accepted-Assigned,complete,Hineesh-Org line C,2012-02-28 16:08:07+00:00,Accepted-Assigned,Hineesh,Org line C,1-669119156,Variant 269,269,Fluxicon Disco
Completed-Closed,complete,Hineesh-Org line C,2012-03-05 15:29:45+00:00,Completed-Closed,Hineesh,Org line C,1-669119156,Variant 269,269,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-04-17 09:19:39+00:00,Accepted-In Progress,Ewa,Org line G3,1-720110557,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-04-17 09:25:37+00:00,Completed-Closed,Ewa,Org line G3,1-720110557,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Pascal-Org line C,2012-03-30 12:30:47+00:00,Accepted-In Progress,Pascal,Org line C,1-705847575,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Pascal-Org line C,2012-03-30 12:37:12+00:00,Completed-Closed,Pascal,Org line C,1-705847575,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2010-04-29 12:58:57+00:00,Accepted-In Progress,Carolyn,Org line G3,1-370452680,Variant 107,107,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2010-04-29 13:01:26+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-370452680,Variant 107,107,Fluxicon Disco
Accepted-In Progress,complete,Naga-Org line G3,2010-04-29 13:20:48+00:00,Accepted-In Progress,Naga,Org line G3,1-370452680,Variant 107,107,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2010-04-29 13:22:02+00:00,Accepted-Assigned,Carolyn,Org line G3,1-370452680,Variant 107,107,Fluxicon Disco
Queued-Awaiting Assignment,complete,Martin-Org line C,2011-04-07 12:10:31+00:00,Queued-Awaiting Assignment,Martin,Org line C,1-370452680,Variant 107,107,Fluxicon Disco
Accepted-In Progress,complete,Mikael-Org line C,2011-08-12 08:58:32+00:00,Accepted-In Progress,Mikael,Org line C,1-370452680,Variant 107,107,Fluxicon Disco
Accepted-Wait,complete,Mikael-Org line C,2011-08-12 08:59:24+00:00,Accepted-Wait,Mikael,Org line C,1-370452680,Variant 107,107,Fluxicon Disco
Completed-Closed,complete,Mikael-Org line C,2012-01-04 11:44:59+00:00,Completed-Closed,Mikael,Org line C,1-370452680,Variant 107,107,Fluxicon Disco
Accepted-In Progress,complete,Abhinav-Org line A2,2011-10-10 09:23:44+00:00,Accepted-In Progress,Abhinav,Org line A2,1-584047671,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Abhinav-Org line A2,2011-10-10 09:24:36+00:00,Accepted-Wait,Abhinav,Org line A2,1-584047671,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Abhinav-Org line A2,2012-03-26 07:12:51+00:00,Completed-Closed,Abhinav,Org line A2,1-584047671,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-04-13 10:30:07+00:00,Accepted-In Progress,Ewa,Org line G3,1-717801169,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-04-13 10:32:34+00:00,Completed-Closed,Ewa,Org line G3,1-717801169,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Sandrine-Org line V5,2012-03-29 08:26:12+00:00,Accepted-In Progress,Sandrine,Org line V5,1-704725301,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Sandrine-Org line V5,2012-03-29 08:39:26+00:00,Completed-Closed,Sandrine,Org line V5,1-704725301,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Ian-Org line A2,2011-04-04 10:48:35+00:00,Accepted-In Progress,Ian,Org line A2,1-512617571,Variant 73,73,Fluxicon Disco
Accepted-Assigned,complete,Ian-Org line A2,2011-04-04 10:49:23+00:00,Accepted-Assigned,Ian,Org line A2,1-512617571,Variant 73,73,Fluxicon Disco
Accepted-Assigned,complete,Andrew-Org line A2,2011-08-18 12:05:34+00:00,Accepted-Assigned,Andrew,Org line A2,1-512617571,Variant 73,73,Fluxicon Disco
Accepted-In Progress,complete,Andrew-Org line A2,2011-08-19 14:27:15+00:00,Accepted-In Progress,Andrew,Org line A2,1-512617571,Variant 73,73,Fluxicon Disco
Accepted-Wait,complete,Andrew-Org line A2,2011-11-01 13:29:18+00:00,Accepted-Wait,Andrew,Org line A2,1-512617571,Variant 73,73,Fluxicon Disco
Completed-Closed,complete,Andrew-Org line A2,2012-02-15 11:12:58+00:00,Completed-Closed,Andrew,Org line A2,1-512617571,Variant 73,73,Fluxicon Disco
Accepted-In Progress,complete,Swaroopa-Org line C,2012-01-31 03:57:44+00:00,Accepted-In Progress,Swaroopa,Org line C,1-655739451,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Swaroopa-Org line C,2012-04-11 11:05:18+00:00,Completed-Closed,Swaroopa,Org line C,1-655739451,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-04-18 12:18:03+00:00,Accepted-In Progress,Ewa,Org line G3,1-722334217,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-04-18 12:24:14+00:00,Completed-Closed,Ewa,Org line G3,1-722334217,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Stephane-Org line C,2011-12-05 09:59:00+00:00,Accepted-In Progress,Stephane,Org line C,1-619684455,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Stephane-Org line C,2012-01-23 13:06:08+00:00,Completed-Closed,Stephane,Org line C,1-619684455,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Mikael-Org line A2,2012-02-15 10:26:37+00:00,Accepted-In Progress,Mikael,Org line A2,1-675150672,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Mikael-Org line A2,2012-02-15 10:27:23+00:00,Queued-Awaiting Assignment,Mikael,Org line A2,1-675150672,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Mikael-Org line G4,2012-02-20 12:46:17+00:00,Accepted-In Progress,Mikael,Org line G4,1-675150672,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Peter-Org line A2,2012-04-25 14:04:42+00:00,Accepted-Assigned,Peter,Org line A2,1-675150672,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Mikael-Org line A2,2012-04-25 14:04:43+00:00,Accepted-In Progress,Mikael,Org line A2,1-675150672,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Mikael-Org line A2,2012-04-25 14:07:50+00:00,Completed-Closed,Mikael,Org line A2,1-675150672,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2011-08-23 06:49:41+00:00,Accepted-In Progress,Carolyn,Org line G3,1-560419045,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2011-08-23 06:53:03+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-560419045,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Kannan-Org line G3,2011-08-23 07:28:33+00:00,Accepted-In Progress,Kannan,Org line G3,1-560419045,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2011-08-23 07:28:41+00:00,Accepted-Assigned,Carolyn,Org line G3,1-560419045,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-01-31 08:01:03+00:00,Accepted-In Progress,Ewa,Org line G3,1-560419045,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-01-31 08:01:04+00:00,Completed-Closed,Ewa,Org line G3,1-560419045,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2011-04-05 08:51:29+00:00,Accepted-In Progress,Carolyn,Org line G3,1-513032417,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2011-04-05 08:57:11+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-513032417,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Santhosh-Org line G3,2011-04-05 09:55:16+00:00,Accepted-In Progress,Santhosh,Org line G3,1-513032417,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2011-04-05 09:56:25+00:00,Accepted-Assigned,Carolyn,Org line G3,1-513032417,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-02-06 20:34:32+00:00,Accepted-In Progress,Ewa,Org line G3,1-513032417,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-02-06 20:35:30+00:00,Completed-Closed,Ewa,Org line G3,1-513032417,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Michal-Org line A2,2011-02-16 15:40:03+00:00,Accepted-In Progress,Michal,Org line A2,1-498324124,Variant 149,149,Fluxicon Disco
Accepted-Assigned,complete,Michal-Org line A2,2011-02-17 11:13:53+00:00,Accepted-Assigned,Michal,Org line A2,1-498324124,Variant 149,149,Fluxicon Disco
Accepted-Assigned,complete,Michal-Org line A2,2011-04-19 12:41:04+00:00,Accepted-Assigned,Michal,Org line A2,1-498324124,Variant 149,149,Fluxicon Disco
Accepted-Wait,complete,Leszek-Org line A2,2011-04-19 15:06:09+00:00,Accepted-Wait,Leszek,Org line A2,1-498324124,Variant 149,149,Fluxicon Disco
Accepted-Wait,complete,Leszek-Org line A2,2011-08-22 06:26:48+00:00,Accepted-Wait,Leszek,Org line A2,1-498324124,Variant 149,149,Fluxicon Disco
Accepted-Assigned,complete,Miroslawa-Org line A2,2011-10-12 09:55:22+00:00,Accepted-Assigned,Miroslawa,Org line A2,1-498324124,Variant 149,149,Fluxicon Disco
Accepted-Wait,complete,Miroslawa-Org line A2,2011-12-05 12:10:34+00:00,Accepted-Wait,Miroslawa,Org line A2,1-498324124,Variant 149,149,Fluxicon Disco
Accepted-Wait,complete,Miroslawa-Org line A2,2012-01-13 09:31:51+00:00,Accepted-Wait,Miroslawa,Org line A2,1-498324124,Variant 149,149,Fluxicon Disco
Completed-Closed,complete,Miroslawa-Org line A2,2012-01-18 14:02:50+00:00,Completed-Closed,Miroslawa,Org line A2,1-498324124,Variant 149,149,Fluxicon Disco
Accepted-In Progress,complete,Jenny-Org line G1,2011-11-04 09:27:04+00:00,Accepted-In Progress,Jenny,Org line G1,1-602396115,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Jenny-Org line G1,2011-11-04 11:23:05+00:00,Accepted-Wait,Jenny,Org line G1,1-602396115,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Jenny-Org line G1,2012-05-21 11:49:52+00:00,Completed-Closed,Jenny,Org line G1,1-602396115,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Ing-Marie-Org line G4,2011-09-14 08:41:35+00:00,Accepted-In Progress,Ing-Marie,Org line G4,1-573904126,Variant 5,5,Fluxicon Disco
Queued-Awaiting Assignment,complete,Ing-Marie-Org line G4,2011-09-14 09:22:41+00:00,Queued-Awaiting Assignment,Ing-Marie,Org line G4,1-573904126,Variant 5,5,Fluxicon Disco
Accepted-In Progress,complete,Suresh-Org line G4,2012-01-23 09:22:55+00:00,Accepted-In Progress,Suresh,Org line G4,1-573904126,Variant 5,5,Fluxicon Disco
Completed-Closed,complete,Suresh-Org line G4,2012-01-23 09:24:54+00:00,Completed-Closed,Suresh,Org line G4,1-573904126,Variant 5,5,Fluxicon Disco
Accepted-In Progress,complete,Carolyn-Org line G3,2011-09-30 07:26:22+00:00,Accepted-In Progress,Carolyn,Org line G3,1-579369463,Variant 2,2,Fluxicon Disco
Queued-Awaiting Assignment,complete,Carolyn-Org line G3,2011-09-30 07:27:51+00:00,Queued-Awaiting Assignment,Carolyn,Org line G3,1-579369463,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,SV-Org line G3,2011-09-30 07:35:47+00:00,Accepted-In Progress,SV,Org line G3,1-579369463,Variant 2,2,Fluxicon Disco
Accepted-Assigned,complete,Carolyn-Org line G3,2011-09-30 07:36:03+00:00,Accepted-Assigned,Carolyn,Org line G3,1-579369463,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-01-30 12:57:46+00:00,Accepted-In Progress,Ewa,Org line G3,1-579369463,Variant 2,2,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-01-30 13:11:58+00:00,Completed-Closed,Ewa,Org line G3,1-579369463,Variant 2,2,Fluxicon Disco
Accepted-In Progress,complete,Ian-Org line A2,2011-12-20 13:07:40+00:00,Accepted-In Progress,Ian,Org line A2,1-626515794,Variant 32,32,Fluxicon Disco
Accepted-Assigned,complete,Ian-Org line A2,2011-12-20 13:26:59+00:00,Accepted-Assigned,Ian,Org line A2,1-626515794,Variant 32,32,Fluxicon Disco
Accepted-Assigned,complete,Ian-Org line A2,2011-12-23 14:33:36+00:00,Accepted-Assigned,Ian,Org line A2,1-626515794,Variant 32,32,Fluxicon Disco
Accepted-In Progress,complete,Andrew-Org line A2,2012-01-06 13:12:19+00:00,Accepted-In Progress,Andrew,Org line A2,1-626515794,Variant 32,32,Fluxicon Disco
Completed-Closed,complete,Andrew-Org line A2,2012-01-06 13:13:30+00:00,Completed-Closed,Andrew,Org line A2,1-626515794,Variant 32,32,Fluxicon Disco
Accepted-In Progress,complete,Olivier-Org line C,2011-12-17 11:18:28+00:00,Accepted-In Progress,Olivier,Org line C,1-625322174,Variant 9,9,Fluxicon Disco
Queued-Awaiting Assignment,complete,Olivier-Org line C,2011-12-17 11:19:36+00:00,Queued-Awaiting Assignment,Olivier,Org line C,1-625322174,Variant 9,9,Fluxicon Disco
Accepted-In Progress,complete,Tom-Org line C,2011-12-22 13:52:39+00:00,Accepted-In Progress,Tom,Org line C,1-625322174,Variant 9,9,Fluxicon Disco
Accepted-Wait,complete,Tom-Org line C,2011-12-22 13:52:47+00:00,Accepted-Wait,Tom,Org line C,1-625322174,Variant 9,9,Fluxicon Disco
Completed-Closed,complete,Tom-Org line C,2012-04-16 12:55:11+00:00,Completed-Closed,Tom,Org line C,1-625322174,Variant 9,9,Fluxicon Disco
Accepted-In Progress,complete,Pranesh-Org line C,2012-04-16 07:49:05+00:00,Accepted-In Progress,Pranesh,Org line C,1-718973785,Variant 9,9,Fluxicon Disco
Queued-Awaiting Assignment,complete,Pranesh-Org line C,2012-04-16 08:01:35+00:00,Queued-Awaiting Assignment,Pranesh,Org line C,1-718973785,Variant 9,9,Fluxicon Disco
Accepted-In Progress,complete,Venkanna-Org line C,2012-04-16 08:51:04+00:00,Accepted-In Progress,Venkanna,Org line C,1-718973785,Variant 9,9,Fluxicon Disco
Accepted-Wait,complete,Venkanna-Org line C,2012-05-03 08:07:07+00:00,Accepted-Wait,Venkanna,Org line C,1-718973785,Variant 9,9,Fluxicon Disco
Completed-Closed,complete,Venkanna-Org line C,2012-05-18 15:19:35+00:00,Completed-Closed,Venkanna,Org line C,1-718973785,Variant 9,9,Fluxicon Disco
Accepted-In Progress,complete,Maryse-Org line A2,2011-11-08 12:37:04+00:00,Accepted-In Progress,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
Queued-Awaiting Assignment,complete,Maryse-Org line A2,2011-11-08 12:37:05+00:00,Queued-Awaiting Assignment,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
Accepted-In Progress,complete,Maryse-Org line A2,2011-11-08 12:38:40+00:00,Accepted-In Progress,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
Queued-Awaiting Assignment,complete,Maryse-Org line A2,2011-11-08 12:38:53+00:00,Queued-Awaiting Assignment,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
Accepted-In Progress,complete,Maryse-Org line A2,2011-11-08 12:39:34+00:00,Accepted-In Progress,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
Accepted-In Progress,complete,Maryse-Org line A2,2011-11-08 12:47:11+00:00,Accepted-In Progress,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
Completed-Closed,complete,Maryse-Org line A2,2012-02-01 11:27:13+00:00,Completed-Closed,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
Accepted-In Progress,complete,Samira-Org line G4,2012-01-10 13:05:54+00:00,Accepted-In Progress,Samira,Org line G4,1-637893062,Variant 6,6,Fluxicon Disco
Accepted-Assigned,complete,Samira-Org line G4,2012-01-27 14:52:26+00:00,Accepted-Assigned,Samira,Org line G4,1-637893062,Variant 6,6,Fluxicon Disco
Accepted-In Progress,complete,Samira-Org line G4,2012-03-12 15:22:26+00:00,Accepted-In Progress,Samira,Org line G4,1-637893062,Variant 6,6,Fluxicon Disco
Completed-Closed,complete,Samira-Org line G4,2012-03-12 15:22:39+00:00,Completed-Closed,Samira,Org line G4,1-637893062,Variant 6,6,Fluxicon Disco
Accepted-In Progress,complete,Reine-Org line G4,2011-02-23 14:35:15+00:00,Accepted-In Progress,Reine,Org line G4,1-502697671,Variant 16,16,Fluxicon Disco
Accepted-In Progress,complete,Reine-Org line G4,2011-02-27 11:11:47+00:00,Accepted-In Progress,Reine,Org line G4,1-502697671,Variant 16,16,Fluxicon Disco
Accepted-Wait,complete,Reine-Org line G4,2011-12-08 14:45:33+00:00,Accepted-Wait,Reine,Org line G4,1-502697671,Variant 16,16,Fluxicon Disco
Completed-Closed,complete,Reine-Org line G4,2012-02-01 15:46:29+00:00,Completed-Closed,Reine,Org line G4,1-502697671,Variant 16,16,Fluxicon Disco
Accepted-In Progress,complete,Sten-Åke-Org line C,2012-01-31 10:05:30+00:00,Accepted-In Progress,Sten-Åke,Org line C,1-656151409,Variant 6,6,Fluxicon Disco
Accepted-Assigned,complete,Sten-Åke-Org line C,2012-01-31 10:06:27+00:00,Accepted-Assigned,Sten-Åke,Org line C,1-656151409,Variant 6,6,Fluxicon Disco
Accepted-In Progress,complete,Patrik-Org line C,2012-01-31 10:15:53+00:00,Accepted-In Progress,Patrik,Org line C,1-656151409,Variant 6,6,Fluxicon Disco
Completed-Closed,complete,Patrik-Org line C,2012-03-21 13:39:04+00:00,Completed-Closed,Patrik,Org line C,1-656151409,Variant 6,6,Fluxicon Disco
Accepted-In Progress,complete,Katarina-Org line G4,2011-03-14 14:04:30+00:00,Accepted-In Progress,Katarina,Org line G4,1-507679771,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Katarina-Org line G4,2012-02-01 15:12:52+00:00,Completed-Closed,Katarina,Org line G4,1-507679771,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Hans-Org line C,2012-03-26 16:22:17+00:00,Accepted-In Progress,Hans,Org line C,1-702656292,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Hans-Org line C,2012-03-27 13:39:06+00:00,Completed-Closed,Hans,Org line C,1-702656292,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Thierry-Org line C,2012-01-27 17:50:41+00:00,Accepted-In Progress,Thierry,Org line C,1-654348241,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Thierry-Org line C,2012-01-27 17:51:43+00:00,Accepted-In Progress,Thierry,Org line C,1-654348241,Variant 4,4,Fluxicon Disco
Completed-Closed,complete,Thierry-Org line C,2012-05-10 06:35:21+00:00,Completed-Closed,Thierry,Org line C,1-654348241,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Rakesh-Org line C,2012-03-19 08:27:01+00:00,Accepted-In Progress,Rakesh,Org line C,1-698998499,Variant 302,302,Fluxicon Disco
Queued-Awaiting Assignment,complete,Rakesh-Org line C,2012-03-20 10:51:53+00:00,Queued-Awaiting Assignment,Rakesh,Org line C,1-698998499,Variant 302,302,Fluxicon Disco
Accepted-In Progress,complete,Sarvesh-Org line C,2012-03-20 11:06:23+00:00,Accepted-In Progress,Sarvesh,Org line C,1-698998499,Variant 302,302,Fluxicon Disco
Queued-Awaiting Assignment,complete,Praveen-Org line C,2012-03-20 11:17:51+00:00,Queued-Awaiting Assignment,Praveen,Org line C,1-698998499,Variant 302,302,Fluxicon Disco
Accepted-In Progress,complete,Neeraj-Org line C,2012-03-20 11:19:33+00:00,Accepted-In Progress,Neeraj,Org line C,1-698998499,Variant 302,302,Fluxicon Disco
Queued-Awaiting Assignment,complete,Martin-Org line C,2012-03-20 11:24:06+00:00,Queued-Awaiting Assignment,Martin,Org line C,1-698998499,Variant 302,302,Fluxicon Disco
Accepted-In Progress,complete,Martin-Org line C,2012-03-20 11:35:50+00:00,Accepted-In Progress,Martin,Org line C,1-698998499,Variant 302,302,Fluxicon Disco
Accepted-Wait,complete,Martin-Org line C,2012-03-28 12:52:47+00:00,Accepted-Wait,Martin,Org line C,1-698998499,Variant 302,302,Fluxicon Disco
Completed-Closed,complete,Martin-Org line C,2012-04-11 12:05:03+00:00,Completed-Closed,Martin,Org line C,1-698998499,Variant 302,302,Fluxicon Disco
