event,lifecycle:transition,org:resource,completeTime,Activity,Resource,org:group,case,case:variant,case:variant-index,case:creator
Accepted-In Progress,complete,Anandgiri-Org line B,2012-03-30 16:37:06+03:00,Accepted-In Progress,Anandgiri,Org line B,1-682262974,Variant 277,277,Fluxicon Disco
Accepted-In Progress,complete,Anandgiri-Org line B,2012-03-30 16:37:52+03:00,Accepted-In Progress,Anandgiri,Org line B,1-682262974,Variant 277,277,Fluxicon Disco
Accepted-In Progress,complete,Anandgiri-Org line B,2012-03-30 16:41:47+03:00,Accepted-In Progress,Anandgiri,Org line B,1-682262974,Variant 277,277,Fluxicon Disco
Accepted-In Progress,complete,Anandgiri-Org line B,2012-03-30 16:45:00+03:00,Accepted-In Progress,Anandgiri,Org line B,1-682262974,Variant 277,277,Fluxicon Disco
Queued-Awaiting Assignment,complete,Robert-Org line C,2012-03-30 16:48:04+03:00,Queued-Awaiting Assignment,Robert,Org line C,1-682262974,Variant 277,277,Fluxicon Disco
Queued-Awaiting Assignment,complete,--Org line C,2012-04-16 13:08:22+03:00,Queued-Awaiting Assignment,-,Org line C,1-682262974,Variant 277,277,Fluxicon Disco
Accepted-In Progress,complete,--Org line C,2012-04-18 10:44:36+03:00,Accepted-In Progress,-,Org line C,1-682262974,Variant 277,277,Fluxicon Disco
Completed-Closed,complete,--Org line C,2012-05-07 12:00:32+03:00,Completed-Closed,-,Org line C,1-682262974,Variant 277,277,Fluxicon Disco
Accepted-In Progress,complete,Sree-Org line A2,2012-02-17 16:39:29+02:00,Accepted-In Progress,Sree,Org line A2,1-682277823,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Sree-Org line A2,2012-02-22 21:32:34+02:00,Completed-Closed,Sree,Org line A2,1-682277823,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Mikael-Org line C,2012-02-17 17:39:05+02:00,Accepted-In Progress,Mikael,Org line C,1-682059903,Variant 5,5,Fluxicon Disco
Queued-Awaiting Assignment,complete,Mikael-Org line C,2012-02-17 17:54:56+02:00,Queued-Awaiting Assignment,Mikael,Org line C,1-682059903,Variant 5,5,Fluxicon Disco
Accepted-In Progress,complete,Mikael-Org line C,2012-02-22 11:48:02+02:00,Accepted-In Progress,Mikael,Org line C,1-682059903,Variant 5,5,Fluxicon Disco
Completed-Closed,complete,Mikael-Org line C,2012-04-04 09:09:38+03:00,Completed-Closed,Mikael,Org line C,1-682059903,Variant 5,5,Fluxicon Disco
Accepted-In Progress,complete,Ulrika-Org line A2,2012-02-17 18:51:32+02:00,Accepted-In Progress,Ulrika,Org line A2,1-682342767,Variant 5,5,Fluxicon Disco
Queued-Awaiting Assignment,complete,Ulrika-Org line A2,2012-02-17 18:56:15+02:00,Queued-Awaiting Assignment,Ulrika,Org line A2,1-682342767,Variant 5,5,Fluxicon Disco
Accepted-In Progress,complete,Kymaria-Org line C,2012-03-23 15:46:14+02:00,Accepted-In Progress,Kymaria,Org line C,1-682342767,Variant 5,5,Fluxicon Disco
Completed-Closed,complete,Kymaria-Org line C,2012-03-23 15:52:53+02:00,Completed-Closed,Kymaria,Org line C,1-682342767,Variant 5,5,Fluxicon Disco
Queued-Awaiting Assignment,complete,Ulrika-Org line A2,2012-02-17 20:44:15+02:00,Queued-Awaiting Assignment,Ulrika,Org line A2,1-682357851,Variant 8,8,Fluxicon Disco
Accepted-In Progress,complete,Daniel-Org line A2,2012-04-11 17:41:37+03:00,Accepted-In Progress,Daniel,Org line A2,1-682357851,Variant 8,8,Fluxicon Disco
Completed-Closed,complete,Daniel-Org line A2,2012-04-11 17:42:00+03:00,Completed-Closed,Daniel,Org line A2,1-682357851,Variant 8,8,Fluxicon Disco
Accepted-In Progress,complete,Kamal-Org line C,2012-02-18 19:22:04+02:00,Accepted-In Progress,Kamal,Org line C,1-682409211,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Kamal-Org line C,2012-02-18 19:25:53+02:00,Accepted-Wait,Kamal,Org line C,1-682409211,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Kamal-Org line C,2012-03-21 01:13:04+02:00,Completed-Closed,Kamal,Org line C,1-682409211,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Kamal-Org line C,2012-02-18 19:50:31+02:00,Accepted-In Progress,Kamal,Org line C,1-682409241,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Kamal-Org line C,2012-02-18 19:50:52+02:00,Accepted-Wait,Kamal,Org line C,1-682409241,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Kamal-Org line C,2012-04-16 11:50:57+03:00,Completed-Closed,Kamal,Org line C,1-682409241,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Sarath-Org line C,2012-02-20 08:40:54+02:00,Accepted-In Progress,Sarath,Org line C,1-683064635,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Sarath-Org line C,2012-03-29 16:16:57+03:00,Completed-Closed,Sarath,Org line C,1-683064635,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Piotr-Org line A2,2012-02-20 09:54:27+02:00,Accepted-In Progress,Piotr,Org line A2,1-683298971,Variant 14,14,Fluxicon Disco
Accepted-Assigned,complete,Piotr-Org line A2,2012-02-20 10:01:46+02:00,Accepted-Assigned,Piotr,Org line A2,1-683298971,Variant 14,14,Fluxicon Disco
Accepted-Wait,complete,Piotr-Org line A2,2012-05-07 10:37:25+03:00,Accepted-Wait,Piotr,Org line A2,1-683298971,Variant 14,14,Fluxicon Disco
Completed-Closed,complete,Piotr-Org line A2,2012-05-07 10:38:25+03:00,Completed-Closed,Piotr,Org line A2,1-683298971,Variant 14,14,Fluxicon Disco
Accepted-In Progress,complete,Mahesh-Org line C,2012-02-20 11:28:14+02:00,Accepted-In Progress,Mahesh,Org line C,1-683752875,Variant 9,9,Fluxicon Disco
Queued-Awaiting Assignment,complete,Mahesh-Org line C,2012-02-20 11:54:19+02:00,Queued-Awaiting Assignment,Mahesh,Org line C,1-683752875,Variant 9,9,Fluxicon Disco
Accepted-In Progress,complete,Febin-Org line C,2012-02-21 09:54:33+02:00,Accepted-In Progress,Febin,Org line C,1-683752875,Variant 9,9,Fluxicon Disco
Accepted-Wait,complete,Febin-Org line C,2012-02-21 09:54:57+02:00,Accepted-Wait,Febin,Org line C,1-683752875,Variant 9,9,Fluxicon Disco
Completed-Closed,complete,Febin-Org line C,2012-02-21 14:17:15+02:00,Completed-Closed,Febin,Org line C,1-683752875,Variant 9,9,Fluxicon Disco
Accepted-In Progress,complete,Bharath-Org line G4,2012-02-20 17:55:54+02:00,Accepted-In Progress,Bharath,Org line G4,1-684108661,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Bharath-Org line G4,2012-03-01 17:02:45+02:00,Completed-Closed,Bharath,Org line G4,1-684108661,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Ewa-Org line G3,2012-02-21 09:23:08+02:00,Accepted-In Progress,Ewa,Org line G3,1-685018675,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Ewa-Org line G3,2012-02-21 09:27:07+02:00,Completed-Closed,Ewa,Org line G3,1-685018675,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Roger-Org line C,2012-02-21 09:47:06+02:00,Accepted-In Progress,Roger,Org line C,1-684991415,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Roger-Org line C,2012-04-12 12:05:27+03:00,Completed-Closed,Roger,Org line C,1-684991415,Variant 1,1,Fluxicon Disco
Queued-Awaiting Assignment,complete,Peter-Org line C,2012-02-21 16:18:27+02:00,Queued-Awaiting Assignment,Peter,Org line C,1-685134878,Variant 278,278,Fluxicon Disco
Accepted-In Progress,complete,Karin-Org line C,2012-02-22 10:03:48+02:00,Accepted-In Progress,Karin,Org line C,1-685134878,Variant 278,278,Fluxicon Disco
Queued-Awaiting Assignment,complete,Ing-Marie-Org line G4,2012-02-22 10:04:14+02:00,Queued-Awaiting Assignment,Ing-Marie,Org line G4,1-685134878,Variant 278,278,Fluxicon Disco
Queued-Awaiting Assignment,complete,Peter-Org line C,2012-02-22 10:45:02+02:00,Queued-Awaiting Assignment,Peter,Org line C,1-685134878,Variant 278,278,Fluxicon Disco
Accepted-Assigned,complete,Patrik-Org line C,2012-03-02 12:03:47+02:00,Accepted-Assigned,Patrik,Org line C,1-685134878,Variant 278,278,Fluxicon Disco
Queued-Awaiting Assignment,complete,Peter-Org line C,2012-03-02 12:25:07+02:00,Queued-Awaiting Assignment,Peter,Org line C,1-685134878,Variant 278,278,Fluxicon Disco
Accepted-Assigned,complete,Karin-Org line C,2012-03-02 12:37:56+02:00,Accepted-Assigned,Karin,Org line C,1-685134878,Variant 278,278,Fluxicon Disco
Queued-Awaiting Assignment,complete,Ing-Marie-Org line G4,2012-03-02 13:32:26+02:00,Queued-Awaiting Assignment,Ing-Marie,Org line G4,1-685134878,Variant 278,278,Fluxicon Disco
Accepted-In Progress,complete,Suresh-Org line G4,2012-04-27 16:51:38+03:00,Accepted-In Progress,Suresh,Org line G4,1-685134878,Variant 278,278,Fluxicon Disco
Completed-Closed,complete,Suresh-Org line G4,2012-04-27 16:52:45+03:00,Completed-Closed,Suresh,Org line G4,1-685134878,Variant 278,278,Fluxicon Disco
Accepted-In Progress,complete,Joakim-Org line C,2012-02-21 17:21:18+02:00,Accepted-In Progress,Joakim,Org line C,1-685300128,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Joakim-Org line C,2012-03-12 14:08:56+02:00,Accepted-Wait,Joakim,Org line C,1-685300128,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Joakim-Org line C,2012-04-23 11:07:28+03:00,Completed-Closed,Joakim,Org line C,1-685300128,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Dweep-Org line C,2012-02-22 09:17:44+02:00,Accepted-In Progress,Dweep,Org line C,1-686405886,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Dweep-Org line C,2012-05-10 09:27:53+03:00,Accepted-In Progress,Dweep,Org line C,1-686405886,Variant 4,4,Fluxicon Disco
Completed-Closed,complete,Dweep-Org line C,2012-05-23 13:59:32+03:00,Completed-Closed,Dweep,Org line C,1-686405886,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Johnny-Org line C,2012-02-22 10:13:01+02:00,Accepted-In Progress,Johnny,Org line C,1-686475951,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Johnny-Org line C,2012-02-23 17:05:46+02:00,Completed-Closed,Johnny,Org line C,1-686475951,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Guy-Org line A2,2012-02-22 10:34:06+02:00,Accepted-In Progress,Guy,Org line A2,1-686477306,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Guy-Org line A2,2012-03-30 11:42:16+03:00,Accepted-In Progress,Guy,Org line A2,1-686477306,Variant 4,4,Fluxicon Disco
Completed-Closed,complete,Guy-Org line A2,2012-03-30 11:43:47+03:00,Completed-Closed,Guy,Org line A2,1-686477306,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,David-Org line G4,2012-02-22 12:44:10+02:00,Accepted-In Progress,David,Org line G4,1-686557724,Variant 6,6,Fluxicon Disco
Accepted-Assigned,complete,David-Org line G4,2012-02-22 12:58:47+02:00,Accepted-Assigned,David,Org line G4,1-686557724,Variant 6,6,Fluxicon Disco
Accepted-In Progress,complete,David-Org line G4,2012-05-17 11:40:21+03:00,Accepted-In Progress,David,Org line G4,1-686557724,Variant 6,6,Fluxicon Disco
Completed-Closed,complete,David-Org line G4,2012-05-17 11:40:23+03:00,Completed-Closed,David,Org line G4,1-686557724,Variant 6,6,Fluxicon Disco
Accepted-Wait,complete,Aditi-Org line C,2012-02-22 13:30:34+02:00,Accepted-Wait,Aditi,Org line C,1-686535660,Variant 15,15,Fluxicon Disco
Completed-Closed,complete,Aditi-Org line C,2012-03-06 08:52:37+02:00,Completed-Closed,Aditi,Org line C,1-686535660,Variant 15,15,Fluxicon Disco
Accepted-In Progress,complete,Reinier-Org line V7n,2012-02-22 14:17:05+02:00,Accepted-In Progress,Reinier,Org line V7n,1-686531969,Variant 279,279,Fluxicon Disco
Accepted-In Progress,complete,Reinier-Org line V7n,2012-03-01 10:56:46+02:00,Accepted-In Progress,Reinier,Org line V7n,1-686531969,Variant 279,279,Fluxicon Disco
Queued-Awaiting Assignment,complete,Juan-Org line V7n,2012-03-01 10:58:49+02:00,Queued-Awaiting Assignment,Juan,Org line V7n,1-686531969,Variant 279,279,Fluxicon Disco
Accepted-In Progress,complete,Juan-Org line V7n,2012-03-01 11:39:48+02:00,Accepted-In Progress,Juan,Org line V7n,1-686531969,Variant 279,279,Fluxicon Disco
Completed-Closed,complete,Juan-Org line V7n,2012-03-01 11:39:51+02:00,Completed-Closed,Juan,Org line V7n,1-686531969,Variant 279,279,Fluxicon Disco
Accepted-In Progress,complete,Juan-Org line V7n,2012-03-01 11:41:02+02:00,Accepted-In Progress,Juan,Org line V7n,1-686531969,Variant 279,279,Fluxicon Disco
Completed-Closed,complete,Juan-Org line V7n,2012-03-01 11:41:27+02:00,Completed-Closed,Juan,Org line V7n,1-686531969,Variant 279,279,Fluxicon Disco
Accepted-In Progress,complete,Juan-Org line V7n,2012-03-01 11:42:23+02:00,Accepted-In Progress,Juan,Org line V7n,1-686531969,Variant 279,279,Fluxicon Disco
Completed-Closed,complete,Juan-Org line V7n,2012-03-01 11:48:59+02:00,Completed-Closed,Juan,Org line V7n,1-686531969,Variant 279,279,Fluxicon Disco
Accepted-In Progress,complete,Laurens-Org line A2,2012-02-22 15:50:41+02:00,Accepted-In Progress,Laurens,Org line A2,1-686581779,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Laurens-Org line A2,2012-03-06 12:12:49+02:00,Completed-Closed,Laurens,Org line A2,1-686581779,Variant 1,1,Fluxicon Disco
Queued-Awaiting Assignment,complete,Jonathan-Org line C,2012-02-22 16:23:03+02:00,Queued-Awaiting Assignment,Jonathan,Org line C,1-686642441,Variant 280,280,Fluxicon Disco
Accepted-In Progress,complete,Andrés-Org line C,2012-02-22 16:35:11+02:00,Accepted-In Progress,Andrés,Org line C,1-686642441,Variant 280,280,Fluxicon Disco
Accepted-In Progress,complete,Gustav-Org line G4,2012-02-22 16:57:15+02:00,Accepted-In Progress,Gustav,Org line G4,1-686642441,Variant 280,280,Fluxicon Disco
Accepted-Assigned,complete,David-Org line G4,2012-03-07 10:06:58+02:00,Accepted-Assigned,David,Org line G4,1-686642441,Variant 280,280,Fluxicon Disco
Accepted-Assigned,complete,Gustav-Org line G4,2012-04-23 15:30:03+03:00,Accepted-Assigned,Gustav,Org line G4,1-686642441,Variant 280,280,Fluxicon Disco
Accepted-In Progress,complete,David-Org line G4,2012-04-23 15:30:08+03:00,Accepted-In Progress,David,Org line G4,1-686642441,Variant 280,280,Fluxicon Disco
Completed-Closed,complete,David-Org line G4,2012-04-23 15:31:53+03:00,Completed-Closed,David,Org line G4,1-686642441,Variant 280,280,Fluxicon Disco
Queued-Awaiting Assignment,complete,Jonathan-Org line C,2012-02-22 16:27:44+02:00,Queued-Awaiting Assignment,Jonathan,Org line C,1-686642543,Variant 281,281,Fluxicon Disco
Accepted-In Progress,complete,Andrés-Org line C,2012-02-22 16:29:28+02:00,Accepted-In Progress,Andrés,Org line C,1-686642543,Variant 281,281,Fluxicon Disco
Accepted-In Progress,complete,Andrés-Org line C,2012-02-22 16:29:39+02:00,Accepted-In Progress,Andrés,Org line C,1-686642543,Variant 281,281,Fluxicon Disco
Queued-Awaiting Assignment,complete,Jonathan-Org line C,2012-02-22 16:29:47+02:00,Queued-Awaiting Assignment,Jonathan,Org line C,1-686642543,Variant 281,281,Fluxicon Disco
Queued-Awaiting Assignment,complete,Joakim-Org line G4,2012-02-22 16:30:56+02:00,Queued-Awaiting Assignment,Joakim,Org line G4,1-686642543,Variant 281,281,Fluxicon Disco
Accepted-In Progress,complete,Rickard-Org line G4,2012-02-22 18:08:14+02:00,Accepted-In Progress,Rickard,Org line G4,1-686642543,Variant 281,281,Fluxicon Disco
Completed-Cancelled,complete,Severine-Org line A2,2012-02-22 18:11:15+02:00,Completed-Cancelled,Severine,Org line A2,1-686642543,Variant 281,281,Fluxicon Disco
Accepted-In Progress,complete,Sandrine-Org line A2,2012-04-03 17:52:52+03:00,Accepted-In Progress,Sandrine,Org line A2,1-686642543,Variant 281,281,Fluxicon Disco
Completed-Closed,complete,Sandrine-Org line A2,2012-04-11 11:11:06+03:00,Completed-Closed,Sandrine,Org line A2,1-686642543,Variant 281,281,Fluxicon Disco
Accepted-In Progress,complete,Grzegorz-Org line A2,2012-02-23 10:07:54+02:00,Accepted-In Progress,Grzegorz,Org line A2,1-686856862,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Grzegorz-Org line A2,2012-02-23 10:34:57+02:00,Completed-Closed,Grzegorz,Org line A2,1-686856862,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Torbjörn-Org line G4,2012-02-23 10:32:06+02:00,Accepted-In Progress,Torbjörn,Org line G4,1-686854421,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Torbjörn-Org line G4,2012-02-24 15:50:02+02:00,Completed-Closed,Torbjörn,Org line G4,1-686854421,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Tapan-Org line C,2012-02-23 14:17:24+02:00,Accepted-In Progress,Tapan,Org line C,1-686966285,Variant 3,3,Fluxicon Disco
Accepted-Wait,complete,Tapan-Org line C,2012-02-23 14:20:29+02:00,Accepted-Wait,Tapan,Org line C,1-686966285,Variant 3,3,Fluxicon Disco
Completed-Closed,complete,Tapan-Org line C,2012-03-21 17:21:47+02:00,Completed-Closed,Tapan,Org line C,1-686966285,Variant 3,3,Fluxicon Disco
Accepted-In Progress,complete,Jitender-Org line C,2012-02-23 14:22:17+02:00,Accepted-In Progress,Jitender,Org line C,1-686945977,Variant 24,24,Fluxicon Disco
Accepted-Wait,complete,Jitender-Org line C,2012-02-23 17:26:55+02:00,Accepted-Wait,Jitender,Org line C,1-686945977,Variant 24,24,Fluxicon Disco
Accepted-Wait,complete,Jitender-Org line C,2012-03-15 13:42:39+02:00,Accepted-Wait,Jitender,Org line C,1-686945977,Variant 24,24,Fluxicon Disco
Completed-Closed,complete,Jitender-Org line C,2012-05-03 11:37:08+03:00,Completed-Closed,Jitender,Org line C,1-686945977,Variant 24,24,Fluxicon Disco
Accepted-In Progress,complete,Marek-Org line C,2012-02-23 20:15:17+02:00,Accepted-In Progress,Marek,Org line C,1-687129760,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Marek-Org line C,2012-02-27 11:20:08+02:00,Accepted-In Progress,Marek,Org line C,1-687129760,Variant 4,4,Fluxicon Disco
Completed-Closed,complete,Marek-Org line C,2012-02-27 11:21:48+02:00,Completed-Closed,Marek,Org line C,1-687129760,Variant 4,4,Fluxicon Disco
Accepted-In Progress,complete,Vikash-Org line C,2012-02-23 21:02:43+02:00,Accepted-In Progress,Vikash,Org line C,1-687133944,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Vikash-Org line C,2012-02-29 18:00:26+02:00,Completed-Closed,Vikash,Org line C,1-687133944,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Chiranjeevi-Org line C,2012-02-24 06:09:17+02:00,Accepted-In Progress,Chiranjeevi,Org line C,1-687309895,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Chiranjeevi-Org line C,2012-04-27 07:09:05+03:00,Completed-Closed,Chiranjeevi,Org line C,1-687309895,Variant 1,1,Fluxicon Disco
Accepted-In Progress,complete,Robert-Org line C,2012-02-24 15:41:30+02:00,Accepted-In Progress,Robert,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Queued-Awaiting Assignment,complete,Robert-Org line C,2012-02-24 15:44:02+02:00,Queued-Awaiting Assignment,Robert,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Queued-Awaiting Assignment,complete,Pratap-Org line C,2012-03-09 11:33:06+02:00,Queued-Awaiting Assignment,Pratap,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Accepted-In Progress,complete,Pratap-Org line C,2012-03-09 11:38:32+02:00,Accepted-In Progress,Pratap,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Queued-Awaiting Assignment,complete,Amit-Org line C,2012-03-09 12:33:30+02:00,Queued-Awaiting Assignment,Amit,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Accepted-In Progress,complete,Pratap-Org line C,2012-03-09 12:33:35+02:00,Accepted-In Progress,Pratap,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Queued-Awaiting Assignment,complete,Robert-Org line C,2012-03-09 12:34:00+02:00,Queued-Awaiting Assignment,Robert,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Accepted-In Progress,complete,Bhavesh-Org line C,2012-03-13 12:42:39+02:00,Accepted-In Progress,Bhavesh,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Queued-Awaiting Assignment,complete,Pratap-Org line C,2012-03-27 17:51:19+03:00,Queued-Awaiting Assignment,Pratap,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Accepted-In Progress,complete,Pratap-Org line C,2012-03-27 17:59:20+03:00,Accepted-In Progress,Pratap,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Queued-Awaiting Assignment,complete,Robert-Org line C,2012-03-27 18:14:38+03:00,Queued-Awaiting Assignment,Robert,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Accepted-In Progress,complete,Antony-Org line C,2012-04-16 12:31:48+03:00,Accepted-In Progress,Antony,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Completed-Closed,complete,Antony-Org line C,2012-04-16 12:35:22+03:00,Completed-Closed,Antony,Org line C,1-687589251,Variant 282,282,Fluxicon Disco
Accepted-In Progress,complete,Mats-Org line C,2012-02-24 16:06:27+02:00,Accepted-In Progress,Mats,Org line C,1-687587336,Variant 1,1,Fluxicon Disco
Completed-Closed,complete,Mats-Org line C,2012-03-29 15:20:18+03:00,Completed-Closed,Mats,Org line C,1-687587336,Variant 1,1,Fluxicon Disco
