"case","event","startTime","completeTime","enddate_planned","enddate","responsible","channel","startdate","deadline","department","group","org:resource","org:group"
"case-9893","Confirmation of receipt","2011/10/24 15:34:43.435","2011/10/24 15:34:43.435","2011/11/16 01:06:40.010","2011/10/24 15:34:42.610","Resource35","Internet","2011/09/21 01:06:40.020","2011/11/16 01:06:40.000","General","Group 7","admin2","EMPTY"
"case-9894","Confirmation of receipt","2011/10/04 15:21:40.365","2011/10/04 15:21:40.365","2011/12/21 01:06:40.010","2011/10/05 16:54:17.281","Resource21","Internet","2011/10/04 01:06:40.020","2011/12/21 01:06:40.000","General","Group 2","Resource26","EMPTY"
"case-9894","T06 Determine necessity of stop advice","2011/10/05 16:54:18.610","2011/10/05 16:54:18.610","2011/12/21 01:06:40.010","2011/10/05 16:54:17.281","Resource21","Internet","2011/10/04 01:06:40.020","2011/12/21 01:06:40.000","General","Group 2","admin2","Group 1"
"case-9894","T02 Check confirmation of receipt","2011/10/05 16:54:19.195","2011/10/05 16:54:19.195","2011/12/21 01:06:40.010","2011/10/05 16:54:17.281","Resource21","Internet","2011/10/04 01:06:40.020","2011/12/21 01:06:40.000","General","Group 2","admin2","EMPTY"
"case-9895","Confirmation of receipt","2011/10/11 12:49:05.896","2011/10/11 12:49:05.896","2011/11/21 01:06:40.010","2011/11/07 08:02:00.900","Resource11","Internet","2011/09/26 01:06:40.020","2011/11/21 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-9895","T06 Determine necessity of stop advice","2011/10/11 12:49:30.730","2011/10/11 12:49:30.730","2011/11/21 01:06:40.010","2011/11/07 08:02:00.900","Resource11","Internet","2011/09/26 01:06:40.020","2011/11/21 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9895","T07-4 Draft internal advice to hold for type 4","2011/10/11 12:49:46.177","2011/10/11 12:49:46.177","2011/11/21 01:06:40.010","2011/11/07 08:02:00.900","Resource11","Internet","2011/09/26 01:06:40.020","2011/11/21 01:06:40.000","General","Group 8","Resource03","Group 12"
"case-9895","T06 Determine necessity of stop advice","2011/10/11 12:50:00.788","2011/10/11 12:50:00.788","2011/11/21 01:06:40.010","2011/11/07 08:02:00.900","Resource11","Internet","2011/09/26 01:06:40.020","2011/11/21 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9895","T10 Determine necessity to stop indication","2011/10/11 12:50:21.919","2011/10/11 12:50:21.919","2011/11/21 01:06:40.010","2011/11/07 08:02:00.900","Resource11","Internet","2011/09/26 01:06:40.020","2011/11/21 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9895","T02 Check confirmation of receipt","2011/10/11 12:50:36.614","2011/10/11 12:50:36.614","2011/11/21 01:06:40.010","2011/11/07 08:02:00.900","Resource11","Internet","2011/09/26 01:06:40.020","2011/11/21 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-9895","T04 Determine confirmation of receipt","2011/10/11 12:50:51.298","2011/10/11 12:50:51.298","2011/11/21 01:06:40.010","2011/11/07 08:02:00.900","Resource11","Internet","2011/09/26 01:06:40.020","2011/11/21 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-9895","T05 Print and send confirmation of receipt","2011/10/11 12:51:05.484","2011/10/11 12:51:05.484","2011/11/21 01:06:40.010","2011/11/07 08:02:00.900","Resource11","Internet","2011/09/26 01:06:40.020","2011/11/21 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-9896","Confirmation of receipt","2011/10/24 15:28:40.618","2011/10/24 15:28:40.618","2011/11/21 01:06:40.010","2011/10/24 15:28:39.607","Resource35","Internet","2011/09/26 01:06:40.020","2011/11/21 01:06:40.000","General","Group 7","admin2","EMPTY"
"case-9897","Confirmation of receipt","2011/10/05 12:37:17.065","2011/10/05 12:37:17.065","2012/01/02 00:00:00.010","2012/01/17 14:23:20.043","Resource02","Internet","2011/09/26 01:06:40.020","2012/01/02 00:00:00.000","General","Group 5","Resource02","EMPTY"
"case-9897","T02 Check confirmation of receipt","2011/10/05 12:37:52.586","2011/10/05 12:37:52.586","2012/01/02 00:00:00.010","2012/01/17 14:23:20.043","Resource02","Internet","2011/09/26 01:06:40.020","2012/01/02 00:00:00.000","General","Group 5","Resource02","Group 4"
"case-9897","T04 Determine confirmation of receipt","2011/10/05 12:38:14.918","2011/10/05 12:38:14.918","2012/01/02 00:00:00.010","2012/01/17 14:23:20.043","Resource02","Internet","2011/09/26 01:06:40.020","2012/01/02 00:00:00.000","General","Group 5","Resource02","Group 3"
"case-9897","T06 Determine necessity of stop advice","2011/10/05 12:40:34.844","2011/10/05 12:40:34.844","2012/01/02 00:00:00.010","2012/01/17 14:23:20.043","Resource02","Internet","2011/09/26 01:06:40.020","2012/01/02 00:00:00.000","General","Group 5","Resource02","Group 1"
"case-9897","T10 Determine necessity to stop indication","2011/10/05 12:48:53.171","2011/10/05 12:48:53.171","2012/01/02 00:00:00.010","2012/01/17 14:23:20.043","Resource02","Internet","2011/09/26 01:06:40.020","2012/01/02 00:00:00.000","General","Group 5","Resource02","Group 1"
"case-9897","T05 Print and send confirmation of receipt","2011/10/06 07:37:28.500","2011/10/06 07:37:28.500","2012/01/02 00:00:00.010","2012/01/17 14:23:20.043","Resource02","Internet","2011/09/26 01:06:40.020","2012/01/02 00:00:00.000","General","Group 5","Resource02","EMPTY"
"case-9904","Confirmation of receipt","2011/10/10 09:10:57.835","2011/10/10 09:10:57.835","2011/12/21 01:06:40.010","2011/11/07 10:00:24.618","Resource11","Internet","2011/10/04 01:06:40.020","2011/12/21 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-9904","T02 Check confirmation of receipt","2011/10/10 09:11:20.142","2011/10/10 09:11:20.142","2011/12/21 01:06:40.010","2011/11/07 10:00:24.618","Resource11","Internet","2011/10/04 01:06:40.020","2011/12/21 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-9904","T04 Determine confirmation of receipt","2011/10/10 09:11:45.822","2011/10/10 09:11:45.822","2011/12/21 01:06:40.010","2011/11/07 10:00:24.618","Resource11","Internet","2011/10/04 01:06:40.020","2011/12/21 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-9904","T05 Print and send confirmation of receipt","2011/10/10 09:12:01.759","2011/10/10 09:12:01.759","2011/12/21 01:06:40.010","2011/11/07 10:00:24.618","Resource11","Internet","2011/10/04 01:06:40.020","2011/12/21 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-9904","T06 Determine necessity of stop advice","2011/10/10 09:23:10.365","2011/10/10 09:23:10.365","2011/12/21 01:06:40.010","2011/11/07 10:00:24.618","Resource11","Internet","2011/10/04 01:06:40.020","2011/12/21 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9904","T10 Determine necessity to stop indication","2011/10/10 09:23:32.479","2011/10/10 09:23:32.479","2011/12/21 01:06:40.010","2011/11/07 10:00:24.618","Resource11","Internet","2011/10/04 01:06:40.020","2011/12/21 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9916","Confirmation of receipt","2011/10/11 11:37:39.876","2011/10/11 11:37:39.876","2011/11/29 01:06:40.010","2011/11/30 08:10:59.139","Resource11","Internet","2011/10/04 01:06:40.020","2011/11/29 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-9916","T02 Check confirmation of receipt","2011/10/11 11:38:07.852","2011/10/11 11:38:07.852","2011/11/29 01:06:40.010","2011/11/30 08:10:59.139","Resource11","Internet","2011/10/04 01:06:40.020","2011/11/29 01:06:40.000","General","Group 8","Resource03","Group 4"
"case-9916","T04 Determine confirmation of receipt","2011/10/11 11:38:32.571","2011/10/11 11:38:32.571","2011/11/29 01:06:40.010","2011/11/30 08:10:59.139","Resource11","Internet","2011/10/04 01:06:40.020","2011/11/29 01:06:40.000","General","Group 8","Resource03","Group 3"
"case-9916","T05 Print and send confirmation of receipt","2011/10/11 11:38:48.265","2011/10/11 11:38:48.265","2011/11/29 01:06:40.010","2011/11/30 08:10:59.139","Resource11","Internet","2011/10/04 01:06:40.020","2011/11/29 01:06:40.000","General","Group 8","Resource03","Group 2"
"case-9916","T06 Determine necessity of stop advice","2011/10/11 11:39:12.189","2011/10/11 11:39:12.189","2011/11/29 01:06:40.010","2011/11/30 08:10:59.139","Resource11","Internet","2011/10/04 01:06:40.020","2011/11/29 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9916","T07-4 Draft internal advice to hold for type 4","2011/10/18 09:59:35.030","2011/10/18 09:59:35.030","2011/11/29 01:06:40.010","2011/11/30 08:10:59.139","Resource11","Internet","2011/10/04 01:06:40.020","2011/11/29 01:06:40.000","General","Group 8","Resource03","EMPTY"
"case-9916","T06 Determine necessity of stop advice","2011/10/18 09:59:53.419","2011/10/18 09:59:53.419","2011/11/29 01:06:40.010","2011/11/30 08:10:59.139","Resource11","Internet","2011/10/04 01:06:40.020","2011/11/29 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9916","T10 Determine necessity to stop indication","2011/10/18 10:00:35.042","2011/10/18 10:00:35.042","2011/11/29 01:06:40.010","2011/11/30 08:10:59.139","Resource11","Internet","2011/10/04 01:06:40.020","2011/11/29 01:06:40.000","General","Group 8","Resource03","Group 1"
"case-9919","Confirmation of receipt","2011/10/07 09:06:53.480","2011/10/07 09:06:53.480","2011/12/22 01:06:40.010","2011/11/30 07:40:07.644","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","EMPTY"
"case-9919","T02 Check confirmation of receipt","2011/10/07 09:07:23.379","2011/10/07 09:07:23.379","2011/12/22 01:06:40.010","2011/11/30 07:40:07.644","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 4"
"case-9919","T04 Determine confirmation of receipt","2011/10/07 09:07:48.870","2011/10/07 09:07:48.870","2011/12/22 01:06:40.010","2011/11/30 07:40:07.644","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 3"
"case-9919","T05 Print and send confirmation of receipt","2011/10/07 09:08:07.023","2011/10/07 09:08:07.023","2011/12/22 01:06:40.010","2011/11/30 07:40:07.644","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 2"
"case-9919","T06 Determine necessity of stop advice","2011/10/07 09:08:24.290","2011/10/07 09:08:24.290","2011/12/22 01:06:40.010","2011/11/30 07:40:07.644","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 1"
"case-9919","T10 Determine necessity to stop indication","2011/10/07 09:08:53.701","2011/10/07 09:08:53.701","2011/12/22 01:06:40.010","2011/11/30 07:40:07.644","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 1"
"case-9920","Confirmation of receipt","2011/10/07 08:39:18.634","2011/10/07 08:39:18.634","2011/12/22 01:06:40.010","2011/11/21 14:23:38.004","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","EMPTY"
"case-9920","T02 Check confirmation of receipt","2011/10/07 08:40:03.223","2011/10/07 08:40:03.223","2011/12/22 01:06:40.010","2011/11/21 14:23:38.004","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 4"
"case-9920","T04 Determine confirmation of receipt","2011/10/07 08:40:22.614","2011/10/07 08:40:22.614","2011/12/22 01:06:40.010","2011/11/21 14:23:38.004","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 3"
"case-9920","T05 Print and send confirmation of receipt","2011/10/07 08:40:39.521","2011/10/07 08:40:39.521","2011/12/22 01:06:40.010","2011/11/21 14:23:38.004","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 2"
"case-9920","T06 Determine necessity of stop advice","2011/10/07 08:40:59.538","2011/10/07 08:40:59.538","2011/12/22 01:06:40.010","2011/11/21 14:23:38.004","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 1"
"case-9920","T10 Determine necessity to stop indication","2011/10/07 08:41:28.276","2011/10/07 08:41:28.276","2011/12/22 01:06:40.010","2011/11/21 14:23:38.004","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 1"
"case-9921","Confirmation of receipt","2011/10/31 15:22:24.741","2011/10/31 15:22:24.741","2011/11/28 01:06:40.010","2011/11/07 12:32:52.389","Resource04","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 5","Resource09","EMPTY"
"case-9921","T02 Check confirmation of receipt","2011/10/31 15:23:40.966","2011/10/31 15:23:40.966","2011/11/28 01:06:40.010","2011/11/07 12:32:52.389","Resource04","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 5","Resource09","Group 4"
"case-9921","T04 Determine confirmation of receipt","2011/10/31 15:25:26.050","2011/10/31 15:25:26.050","2011/11/28 01:06:40.010","2011/11/07 12:32:52.389","Resource04","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 5","Resource09","Group 3"
"case-9921","T06 Determine necessity of stop advice","2011/10/31 15:25:52.415","2011/10/31 15:25:52.415","2011/11/28 01:06:40.010","2011/11/07 12:32:52.389","Resource04","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 5","Resource09","Group 1"
"case-9921","T05 Print and send confirmation of receipt","2011/10/31 15:26:18.131","2011/10/31 15:26:18.131","2011/11/28 01:06:40.010","2011/11/07 12:32:52.389","Resource04","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 5","Resource09","Group 2"
"case-9921","T10 Determine necessity to stop indication","2011/10/31 15:30:16.685","2011/10/31 15:30:16.685","2011/11/28 01:06:40.010","2011/11/07 12:32:52.389","Resource04","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 5","Resource09","Group 1"
"case-9921","T11 Create document X request unlicensed","2011/10/31 15:51:33.320","2011/10/31 15:51:33.320","2011/11/28 01:06:40.010","2011/11/07 12:32:52.389","Resource04","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 5","Resource09","Group 1"
"case-9921","T12 Check document X request unlicensed","2011/10/31 16:16:03.351","2011/10/31 16:16:03.351","2011/11/28 01:06:40.010","2011/11/07 12:32:52.389","Resource04","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 5","Resource04","EMPTY"
"case-9921","T14 Determine document X request unlicensed","2011/10/31 16:16:26.975","2011/10/31 16:16:26.975","2011/11/28 01:06:40.010","2011/11/07 12:32:52.389","Resource04","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 5","Resource04","Group 3"
"case-9921","T15 Print document X request unlicensed","2011/11/07 12:32:52.208","2011/11/07 12:32:52.208","2011/11/28 01:06:40.010","2011/11/07 12:32:52.389","Resource04","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 5","admin1","EMPTY"
"case-9923","Confirmation of receipt","2011/10/26 12:04:17.338","2011/10/26 12:04:17.338","2011/11/28 01:06:40.010","2011/10/31 16:55:13.160","Resource20","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 2","Resource20","EMPTY"
"case-9923","T02 Check confirmation of receipt","2011/10/27 10:47:14.553","2011/10/27 10:47:14.553","2011/11/28 01:06:40.010","2011/10/31 16:55:13.160","Resource20","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 2","Resource20","EMPTY"
"case-9923","T04 Determine confirmation of receipt","2011/10/27 10:47:51.088","2011/10/27 10:47:51.088","2011/11/28 01:06:40.010","2011/10/31 16:55:13.160","Resource20","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 2","Resource20","EMPTY"
"case-9923","T05 Print and send confirmation of receipt","2011/10/27 10:48:27.302","2011/10/27 10:48:27.302","2011/11/28 01:06:40.010","2011/10/31 16:55:13.160","Resource20","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 2","Resource20","EMPTY"
"case-9923","T06 Determine necessity of stop advice","2011/10/27 10:49:30.585","2011/10/27 10:49:30.585","2011/11/28 01:06:40.010","2011/10/31 16:55:13.160","Resource20","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 2","Resource20","Group 1"
"case-9923","T10 Determine necessity to stop indication","2011/10/27 10:49:48.187","2011/10/27 10:49:48.187","2011/11/28 01:06:40.010","2011/10/31 16:55:13.160","Resource20","Internet","2011/10/03 01:06:40.020","2011/11/28 01:06:40.000","General","Group 2","Resource20","Group 1"
"case-9924","Confirmation of receipt","2011/10/07 10:00:49.113","2011/10/07 10:00:49.113","2011/12/22 01:06:40.010","2011/11/21 09:37:01.435","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","EMPTY"
"case-9924","T02 Check confirmation of receipt","2011/10/07 10:01:12.702","2011/10/07 10:01:12.702","2011/12/22 01:06:40.010","2011/11/21 09:37:01.435","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 4"
"case-9924","T04 Determine confirmation of receipt","2011/10/07 10:01:35.421","2011/10/07 10:01:35.421","2011/12/22 01:06:40.010","2011/11/21 09:37:01.435","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 3"
"case-9924","T05 Print and send confirmation of receipt","2011/10/07 10:01:59.336","2011/10/07 10:01:59.336","2011/12/22 01:06:40.010","2011/11/21 09:37:01.435","Resource11","Internet","2011/10/05 01:06:40.020","2011/12/22 01:06:40.000","General","Group 8","Resource16","Group 2"
